Date,Open,High,Low,Close,Adj Close,Volume
2011-04-01,367.470001,369.609985,366.700012,369.450012,369.450012,86005800
2011-04-04,368.390015,370.359985,367.720001,369.010010,369.010010,62628800
2011-04-05,369.220001,369.859985,367.529999,368.959991,368.959991,67687600
2011-04-06,370.160004,371.100006,368.540009,369.640015,369.640015,71902200
2011-04-07,370.019989,370.890015,367.390015,367.390015,367.390015,77291200
2011-04-08,368.100006,369.160004,366.100006,366.940002,366.940002,83439400
2011-04-11,366.450012,367.809998,366.309998,366.470001,366.470001,56094000
2011-04-12,364.089996,365.630005,359.660004,360.769989,360.769989,80294800
2011-04-13,361.559998,365.329987,361.010010,362.760010,362.760010,65783200
2011-04-14,361.380005,361.450012,358.230011,359.480011,359.480011,93770800
2011-04-15,359.929993,360.510010,357.450012,359.000000,359.000000,90164200
2011-04-18,359.059998,359.559998,350.790009,352.679993,352.679993,117725400
2011-04-19,353.869995,354.790009,352.750000,353.170013,353.170013,75950200
2011-04-20,356.130005,360.190002,356.130005,359.869995,359.869995,87295800
2011-04-21,360.269989,360.570007,358.359985,359.010010,359.010010,104171200
2011-04-26,357.429993,360.100006,357.279999,359.549988,359.549988,80401000
2011-04-27,359.420013,361.140015,357.109985,359.709991,359.709991,93895400
2011-04-28,360.619995,361.510010,358.019989,359.489990,359.489990,98323400
2011-04-29,358.149994,359.940002,357.899994,359.940002,359.940002,53538200
2011-05-02,362.260010,363.309998,361.420013,361.559998,361.559998,54289000
2011-05-03,360.649994,361.529999,359.109985,360.420013,360.420013,76959600
2011-05-04,359.290009,361.170013,355.029999,355.910004,355.910004,94597600
2011-05-05,355.640015,357.399994,353.109985,354.820007,354.820007,92288400
2011-05-06,355.070007,359.709991,353.510010,359.119995,359.119995,94634800
2011-05-09,358.119995,359.450012,354.399994,355.929993,355.929993,88879200
2011-05-10,356.769989,361.640015,356.279999,361.049988,361.049988,112126600
2011-05-11,361.480011,363.109985,360.140015,360.549988,360.549988,108732600
2011-05-12,357.510010,357.769989,355.109985,357.519989,357.519989,115768000
2011-05-13,358.890015,358.959991,354.339996,354.859985,354.859985,86683000
2011-05-16,352.440002,353.190002,349.209991,352.299988,352.299988,99765600
2011-05-17,350.619995,352.700012,347.720001,347.720001,347.720001,85657200
2011-05-18,350.320007,350.500000,346.670013,349.100006,349.100006,80833400
2011-05-19,350.660004,352.290009,348.399994,350.839996,350.839996,82085000
2011-05-20,351.070007,352.480011,346.459991,348.239990,348.239990,109168600
2011-05-23,344.619995,344.619995,341.839996,342.459991,342.459991,110649600
2011-05-24,342.769989,344.790009,342.480011,343.200012,343.200012,86778200
2011-05-25,340.820007,345.730011,340.329987,344.910004,344.910004,90405600
